path,disposition,phase,rationale,evidence
tests/test_lateral_boundary.py,KEEP_AS_MODEL_PLUGIN,4,Boundary-value-problem identity across reductions.,
tests/test_machine_fsm.py,RETIRE_TO_HISTORY,5,Physical machine FSM.,
tests/test_manifest_completeness.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Manifest completeness with an independent check (retained).,
tests/test_manifest_policy.py,REWRITE_GENERIC,2-7 (see rationale),Coverage boundary tied to the QTA output set.,
tests/test_material_floors.py,KEEP_AS_MODEL_PLUGIN,4,Material floors.,
tests/test_measurement_ingest.py,REWRITE_GENERIC,2-7 (see rationale),Rewritten for the generic Observation boundary.,
tests/test_mode_species_3d.py,REWRITE_GENERIC,2-7 (see rationale),"Mode/species safety: machine policy retires, species-mass invariants move to the rewritten accounting.",
tests/test_model_check.py,KEEP_AS_IS,-,Model checker.,
tests/test_multiphysics_core.py,KEEP_AS_MODEL_PLUGIN,4,Thermal-1D numerical checks; Phase 2 proving-case tests.,
tests/test_mutation_harness.py,KEEP_AS_IS,-,Harness tested as an instrument.,
tests/test_mutation_shards.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,NEW: sharding loses no spec; each workflow rule broken in turn.,
tests/test_nv_spin.py,KEEP_AS_MODEL_PLUGIN,4,NV spin physics.,
tests/test_online_success_path.py,KEEP_AS_IS,-,Online success path.,
tests/test_optimized_mode_invariants.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Assert guard extended to release/root modules and pinned by count (Phase 1.3).,docstring claimed a count pin the code did not implement
tests/test_output_resolution.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Outputs state their method resolution.,
tests/test_parameter_semantics.py,KEEP_AS_MODEL_PLUGIN,4,Dimensional/sign semantics of parameters (mode letters to drop).,
tests/test_radiation_contract.py,KEEP_AS_MODEL_PLUGIN,4,Radiation producer/consumer contract.,
tests/test_record_parsers.py,RETIRE_TO_HISTORY,5,Gate-reference/mode parsers of the design registry.,
tests/test_release_trust_enforcement.py,KEEP_AS_IS,-,Release trust boundary (directive s18).,
tests/test_release_workflow_contract.py,KEEP_AS_IS,-,Release workflow executable.,"imports yaml (undeclared, see DEPENDENCY_CUTOVER.md)"
tests/test_repo_contract.py,KEEP_AS_IS,-,Repository file-set contract.,
tests/test_resolution_inventory.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Resolution inventory.,
tests/test_review_binding.py,RETIRE_TO_HISTORY,5,Hardware review binding.,imports hardware_governance_3d
tests/test_scientific_identity.py,KEEP_AS_IS,-,"NEW in Phase 2: the interfaces, the implementation identity (held to the substrate's own algorithms) and cut C1 in a fresh interpreter.",
tests/test_scientific_import_isolation.py,KEEP_AS_IS,-,"NEW in Phase 2: the interfaces, the implementation identity (held to the substrate's own algorithms) and cut C1 in a fresh interpreter.",
tests/test_scientific_interfaces.py,KEEP_AS_IS,-,"NEW in Phase 2: the interfaces, the implementation identity (held to the substrate's own algorithms) and cut C1 in a fresh interpreter.",
tests/test_signing_finalizer.py,KEEP_AS_IS,-,Signing finalizer.,
tests/test_single_source_of_truth.py,REWRITE_GENERIC,2-7 (see rationale),Single-definition rule is generic; subject list is QTA.,
tests/test_solver_failclosed.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,A failed solve grants nothing (directive s20 model).,
tests/test_stage10_stack.py,REWRITE_GENERIC,2-7 (see rationale),Stack adapter tests follow the adapter rewrite.,
tests/test_stage6_roadmap.py,RETIRE_TO_HISTORY,5,Hardware validation roadmap.,
tests/test_stage7_5_resilience.py,REWRITE_GENERIC,2-7 (see rationale),Checkpoint/restart driver around qta_full_sim.,
tests/test_stage7_boundary.py,RETIRE_TO_HISTORY,5,Pydantic models over QTA vocabularies.,
tests/test_stage8_data_provenance.py,REWRITE_GENERIC,2-7 (see rationale),HDF5/RO-Crate boundary over the QTA payload.,
tests/test_stage9_release.py,KEEP_AS_IS,-,Consumer release verification on a fixture release.,
tests/test_test_isolation.py,KEEP_AS_IS,-,Collection isolation.,
tests/test_thermal_3d.py,KEEP_AS_MODEL_PLUGIN,4,3D thermal physics invariants.,
tests/test_unit_inventory.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Unit inventory.,
tests/test_verified_read_guard.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,NEW: every rule of the verify-then-read guard on a breaking source and a control; the runtime refusal (D-2026-76).,
thermal_3d_energy_accounting.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
thermal_3d_hotspots.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
thermal_3d_probe_timeseries.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
thermal_3d_readiness.json,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
thermal_3d_reduction_check.json,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
thermal_3d_verification_report.json,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
tools/audit_log.py,KEEP_AS_IS,-,Read-only audit CLI.,
tools/blas_kernel_sensitivity.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,BLAS-kernel dependence diagnostic (directive s19).,R59
tools/claims_enforcement.py,REWRITE_GENERIC,2-7 (see rationale),Claims-boundary enforcement coverage; the boundary text itself is rewritten generically.,reads CLAIMS_BOUNDARY.md
tools/clip_provenance.py,REWRITE_GENERIC,2-7 (see rationale),Clip provenance over the QTA runners; imports integrated_layers/runner_3d.,reach.json tools closure
tools/completion_matrix.py,REWRITE_GENERIC,2-7 (see rationale),Completion-matrix validator; rows tied to the 83-gate model retire (directive s4).,
tools/corpus_allowlist.py,KEEP_AS_IS,-,RAG corpus allowlist generator/checker.,
tools/cross_env_semantics.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Reproducibility vs portability instrument (directive s19); column list is QTA outputs today.,D-2026-6x
tools/dependency_declarations.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,NEW in the Phase-1 closure: every direct import declared in a group that ships it; derives the dependency inventory (D-2026-74/77).,reports the two D-2026-74 sites on the replaced pyproject
tools/file_disposition.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,NEW in Phase 0: generates and checks FILE_DISPOSITION.csv; fails on a file no rule names.,
tools/fuzz_substrate.py,KEEP_AS_IS,-,Substrate fuzz harness (directive s20).,
tools/generated_mutations.py,KEEP_AS_IS,-,Generated mutation operators (directive s20).,
tools/identity_inventory.py,KEEP_AS_IS,-,Identity-bearing field inventory.,
tools/independent_verify.py,KEEP_AS_IS,-,Subprocess second reader.,
tools/model_check.py,KEEP_AS_IS,-,Bounded exhaustive FSM path checking.,
tools/mutation_matrix.py,KEEP_AS_IS,-,Mutation harness (directive s20).,
tools/mutation_shards.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,"NEW in the Phase-1 closure: deterministic mutation shards, the generated workflow matrix and its check, the shard runner.",46 serial matrices took 4h27m in one job (run 36094744039)
tools/mutations/agent_actions.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_agents.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_audit.json,KEEP_AND_HARDEN,1 (this tranche) / ongoing,A1/Q1 re-anchored to the single verified read (Phase 1.1).,
tools/mutations/agent_checkpoint.json,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Extended in Phase 1 (tail coherence + reducer identity).,
tools/mutations/agent_compensation.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_cross_process.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_delegation.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_evidence.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_execution.json,KEEP_AND_HARDEN,1 (this tranche) / ongoing,L3 re-anchored to the single verified read (Phase 1.1).,
tools/mutations/agent_fault_injection.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_idempotency.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_incremental.json,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Extended in Phase 1.1 (advance single pass).,
tools/mutations/agent_job_graph.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_lease_renewal.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_memory_context.json,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Extended in Phase 1.2 (summary provenance).,
tools/mutations/agent_netauth.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_policy.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_readpath.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_recovery.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_scheduler.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_second_reader.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_secret_provider.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_secrets.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_separate_verify.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_service_authority.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/agent_snapshot_coherence.json,KEEP_AND_HARDEN,1 (this tranche) / ongoing,NEW in Phase 1.1: verify-then-read regression operators.,
tools/mutations/agent_substrate.json,KEEP_AND_HARDEN,1 (this tranche) / ongoing,M16/M20/M30 re-anchored to the single verified read (Phase 1.1).,
tools/mutations/agent_tasks.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/canonical_output_set.json,REWRITE_GENERIC,2-7 (see rationale),Targets the QTA canonical-output set in package_consistency_check.py.,
tools/mutations/completion_matrix.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/corpus_allowlist.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/cross_environment.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/dependency_declarations.json,KEEP_AND_HARDEN,1 (this tranche) / ongoing,NEW in the Phase-1 closure: operators over the declaration rules and the inventory derivation.,
tools/mutations/enforcement_asserts.json,KEEP_AND_HARDEN,1 (this tranche) / ongoing,"NEW in Phase 1.3: interlock-as-assert, guard scope and count-pin operators.",
tools/mutations/fuzz_harness.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/governed_breadth.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/hardware_governance.json,RETIRE_TO_HISTORY,5,Hardware-governance mutations retire with their subject (directive s20).,targets hardware_governance_3d.py
tools/mutations/identity_inventory.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/model_check.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/mutation_harness.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/mutation_shards.json,KEEP_AND_HARDEN,1 (this tranche) / ongoing,"NEW in the Phase-1 closure: operators over coverage, determinism, the aggregate's meaning and the shard runner.",
tools/mutations/output_resolution.json,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Resolution discipline mutations (numerics + PCC).,
tools/mutations/repo_contract.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/resolution_inventory.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/scientific_interfaces.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/solver_failclosed.json,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Scientific fail-closed mutations; the model for directive s20 numerical mutations.,
tools/mutations/stage10_authority.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/test_isolation.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/unit_inventory.json,KEEP_AS_IS,-,"Mutation spec over a retained subject (agent substrate, tools, release, RAG).",targets listed in the spec
tools/mutations/verified_read_guard.json,KEEP_AND_HARDEN,1 (this tranche) / ongoing,NEW in the Phase-1 closure: operators over both halves of the verify-then-read guard (D-2026-76).,
tools/performance_baseline.py,KEEP_AS_IS,-,Scaling-guard drift record.,
tools/repo_scope.py,KEEP_AS_IS,-,Single definition of 'a file in this repository'.,
tools/resolution_inventory.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Method-resolution inventory; holds deferred D-2026-69 (artefact-as-method proxy).,D-2026-66/69
tools/test_isolation.py,KEEP_AS_IS,-,Per-module collection isolation.,
tools/unit_inventory.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,Reviewed dimensions for every governed column.,
tools/verified_read_guard.py,KEEP_AND_HARDEN,1 (this tranche) / ongoing,NEW in the Phase-1 closure: static half of the verify-then-read guard over every production file (D-2026-76).,20 sites reported on the pre-D-2026-70 tree
tools/verify.sh,KEEP_AS_IS,-,Local verification entry script.,
tools/workflow_contract.py,KEEP_AS_IS,-,Hosted-workflow contract checked locally.,
uv.lock,REGENERATE,every change; new set in 7,Lockfile regenerated by uv.,
validate_hdf5_equivalence.py,REWRITE_GENERIC,2-7 (see rationale),HDF5<->source exact-equivalence validator kept; payload list retires.,names results_gate_table.csv
validation_experiment_ranking.csv,RETIRE_TO_HISTORY,5,"QTA hardware-ontology output (machine FSM / interlocks / gate table / apparatus design registry / validation-experiment ranking / mode-sequenced eligibility). Directive s4 retires these as framework authority; the file stays byte-gated until Phase 5 removes its producer, then moves to history.",in hdf5_output_mapping.json regeneration set
validation_matrix.csv,RETIRE_TO_HISTORY,5,Hardware validation matrix.,
validation_matrix_update_request.schema.json,RETIRE_TO_HISTORY,5,Validation-matrix update schema.,
verify_release.py,REWRITE_GENERIC,2-7 (see rationale),Hostile/offline release verifier kept; QTA payload expectation retires.,names results_gate_table.csv
vibration_paths_3d_budget.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
vibration_transfer_metrics.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
vibration_transfer_profile.csv,DELETE_GENERATED_AND_REBUILD,6-7,Model output of the QTA pipeline (qta_full_sim.py -> outputs/ -> root). Old output contract; rebuilt from ScientificModel runs by the generic workflow (Phases 6-7). Byte-gated and untouched until then (directive s25 Phase 0 rule 3).,in hdf5_output_mapping.json regeneration set
